./mask\1071.jpg|294,139,584,544,1
./mask\1072.jpg|54,238,106,292,1,176,197,227,246,1,276,203,324,249,1
./mask\1073.jpg|356,150,422,288,2
./mask\1074.jpg|647,343,689,381,2,328,177,435,293,2
./mask\1075.jpg|242,282,482,442,2
./mask\1076.jpg|476,281,657,524,2
./mask\1077.jpg|288,82,329,139,1,67,113,109,166,2
./mask\1078.jpg|44,13,75,56,1
./mask\1079.jpg|456,382,510,450,2,516,395,574,470,2
./mask\108.jpg|400,168,516,326,2
./mask\1080.jpg|274,96,378,252,1,130,79,243,237,1
./mask\1081.jpg|38,97,165,249,1,305,84,425,241,1
./mask\1082.jpg|438,110,584,274,2
./mask\1083.jpg|189,72,291,226,2
./mask\1084.jpg|596,348,770,512,2
./mask\1085.jpg|208,61,283,166,2,716,80,790,174,2,930,162,973,217,2
./mask\1086.jpg|206,462,348,624,2,576,74,708,282,2,80,44,204,224,2,700,442,850,634,2
./mask\1087.jpg|303,60,435,260,1
./mask\1088.jpg|414,218,610,459,2
./mask\1089.jpg|552,344,726,476,2
./mask\109.jpg|431,180,550,312,2
./mask\1090.jpg|238,425,254,447,2
./mask\1091.jpg|279,208,773,883,2
./mask\1092.jpg|181,75,227,143,2,221,74,275,137,2,676,307,729,394,2,723,321,760,388,2,438,621,476,664,2,417,632,447,681,2,955,62,971,86,2,910,163,927,181,2,775,581,796,606,2,790,584,811,607,2
./mask\1093.jpg|546,253,796,584,2,427,253,632,567,2
./mask\1094.jpg|541,145,656,309,2
./mask\1095.jpg|168,44,284,198,2,334,84,454,218,2,828,58,954,230,2
./mask\1096.jpg|511,46,566,117,2
./mask\1097.jpg|221,336,264,398,2,355,215,405,276,2,499,231,547,294,2,677,318,718,377,2
./mask\1098.jpg|189,87,283,196,2
./mask\1099.jpg|476,52,684,342,2
./mask\11.jpg|594,96,896,506,2
./mask\110.jpg|233,215,264,250,1,420,214,445,252,1
./mask\1100.jpg|170,176,421,519,2
./mask\1101.jpg|125,12,357,366,1
./mask\1102.jpg|477,654,533,739,2
./mask\1103.jpg|419,88,508,192,2
./mask\1104.jpg|297,33,623,472,1
./mask\1105.jpg|226,180,290,282,2,710,184,782,274,2
./mask\1106.jpg|244,1,442,222,2
./mask\1107.jpg|90,124,199,277,1
./mask\1108.jpg|228,138,770,956,2
./mask\1109.jpg|274,50,654,574,2
./mask\111.jpg|422,144,602,376,2
./mask\1110.jpg|88,84,256,264,2,68,488,234,700,2,184,458,354,648,2,638,472,768,684,2,764,462,914,638,2,362,32,512,236,2,550,94,702,284,2,726,176,876,330,2
./mask\1111.jpg|331,187,632,591,2
./mask\1112.jpg|366,80,514,366,2,540,96,718,384,2
./mask\1113.jpg|377,86,482,214,2
./mask\1114.jpg|37,8,153,163,1
./mask\1115.jpg|698,144,774,282,2,610,222,682,334,2,262,102,346,252,2
./mask\1116.jpg|224,56,322,185,1
./mask\1117.jpg|498,246,640,438,2
./mask\1118.jpg|221,187,452,552,2
./mask\1119.jpg|108,110,152,171,2,142,154,166,185,2,248,128,261,154,2,242,236,265,260,2,363,217,388,299,2,426,35,483,115,2,613,97,655,144,2,960,171,988,213,2,782,139,795,153,2
./mask\112.jpg|337,34,357,54,2,369,26,398,60,2,409,18,444,64,2,462,18,478,42,2,486,29,508,60,2,586,84,761,311,2,74,543,106,581,2
./mask\1120.jpg|36,144,104,242,2,278,82,352,196,2,418,180,476,268,2,696,112,772,214,2
./mask\1121.jpg|166,204,398,446,1
./mask\1122.jpg|141,52,250,188,1
./mask\1123.jpg|186,114,270,232,2,558,156,622,250,2
./mask\1124.jpg|467,130,594,324,2
./mask\1125.jpg|126,83,181,158,1
./mask\1126.jpg|46,60,92,118,1,254,74,295,125,1,341,73,374,126,1,446,26,475,80,1
./mask\1127.jpg|38,1,312,322,1
./mask\1128.jpg|164,25,262,147,1,251,262,325,349,1
./mask\1129.jpg|487,214,599,369,2
./mask\113.jpg|429,205,482,266,1
./mask\1130.jpg|607,98,748,271,2,55,44,196,247,1,337,47,482,260,1,628,471,756,657,1,242,542,364,690,1,448,514,575,697,1,57,490,181,672,1
./mask\1131.jpg|234,116,494,467,1
./mask\1132.jpg|404,8,577,223,1
./mask\1133.jpg|177,72,235,137,2
./mask\1134.jpg|119,135,372,545,1,1,414,20,451,2
./mask\1135.jpg|101,779,299,1097,1,98,6,294,313,1,688,73,853,323,1,742,899,860,1057,1
./mask\1136.jpg|177,185,321,389,1
./mask\1137.jpg|86,88,210,263,1
./mask\1138.jpg|70,230,300,548,1,427,171,679,544,1
./mask\1139.jpg|103,61,311,364,1
./mask\114.jpg|244,119,438,321,1
./mask\1140.jpg|438,68,552,186,2,742,32,874,168,2
./mask\1141.jpg|373,111,686,590,2
./mask\1142.jpg|56,1,141,95,1,117,122,215,240,1,373,51,470,170,1,280,40,364,146,1
./mask\1143.jpg|145,346,153,357,2,177,344,186,357,2,213,342,222,352,2,252,343,258,352,2,266,343,274,354,2,296,340,303,349,2,344,343,352,353,2,371,337,378,347,2,401,335,408,346,2,452,335,459,345,2,443,331,449,342,2,497,330,504,339,2,511,329,519,342,2,555,329,564,342,2,552,326,559,337,2,579,327,588,340,2,603,333,611,344,2,614,339,622,349,2,644,328,653,338,2,659,328,666,339,2,681,325,691,338,2,726,326,737,343,2,739,318,750,332,2,763,314,774,329,2,794,318,804,330,2
./mask\1144.jpg|139,206,890,1251,2
./mask\1145.jpg|23,20,69,83,1
./mask\1146.jpg|70,26,108,73,1
./mask\1147.jpg|208,67,292,188,1
./mask\1148.jpg|328,28,674,510,2
./mask\1149.jpg|48,1,150,117,2
./mask\115.jpg|325,126,530,389,1
./mask\1150.jpg|390,154,595,453,2
./mask\1151.jpg|86,92,145,172,1
./mask\1152.jpg|91,62,165,156,2,386,82,443,170,2
./mask\1153.jpg|105,582,199,718,1,434,582,536,720,1
./mask\1154.jpg|179,103,213,145,2,392,129,431,176,2,506,159,546,204,2,581,144,624,189,2
./mask\1155.jpg|132,56,184,149,2,247,91,280,131,1
./mask\1156.jpg|90,1,360,396,2
./mask\1157.jpg|63,5,145,117,2
./mask\1158.jpg|40,1,124,126,1
./mask\1159.jpg|283,499,360,608,2
./mask\116.jpg|202,201,353,411,2
./mask\1160.jpg|297,248,337,318,2,743,285,788,359,2
./mask\1161.jpg|202,60,477,502,1
./mask\1162.jpg|259,354,289,395,2
./mask\1163.jpg|596,196,682,325,2,283,89,385,242,1,1,160,53,250,1
./mask\1164.jpg|246,168,326,292,1
./mask\1165.jpg|489,133,559,235,1,185,119,268,234,1
./mask\1166.jpg|429,234,611,509,2
./mask\1167.jpg|27,13,266,311,1,330,106,549,380,1
./mask\1168.jpg|564,104,664,252,2,300,316,418,492,2
./mask\1169.jpg|600,68,676,210,2
./mask\117.jpg|51,184,98,232,2
./mask\1170.jpg|391,159,560,413,2
./mask\1171.jpg|430,94,538,246,2
./mask\1172.jpg|350,137,440,282,2,275,145,350,292,2
./mask\1173.jpg|500,192,652,316,2
./mask\1174.jpg|321,153,696,645,2
./mask\1175.jpg|854,289,1100,609,2
./mask\1176.jpg|238,179,336,329,1
./mask\1177.jpg|68,8,170,142,1
./mask\1178.jpg|379,163,459,273,2
./mask\1179.jpg|93,91,506,599,1
./mask\118.jpg|131,28,182,100,2,154,124,206,202,1,237,132,254,166,1
./mask\1180.jpg|63,12,387,467,2
./mask\1181.jpg|785,246,798,264,2,369,421,384,443,2,523,355,537,372,2,400,301,411,315,2,732,383,744,394,2,621,304,632,319,2,634,402,646,420,2
./mask\1182.jpg|258,232,309,316,1
./mask\1183.jpg|334,75,481,266,1
./mask\1184.jpg|378,300,448,442,2,718,322,782,432,2
./mask\1185.jpg|172,123,238,220,1
./mask\1186.jpg|21,216,68,285,2,245,183,308,271,1
./mask\1187.jpg|609,370,631,399,2,928,361,955,395,2,957,334,989,381,2,426,180,489,278,2,687,174,756,276,2,39,353,67,386,2
./mask\1188.jpg|460,142,612,362,2
./mask\1189.jpg|470,86,556,206,2
./mask\119.jpg|107,59,208,187,2,466,57,567,192,2,763,82,861,215,2
./mask\1190.jpg|410,198,624,452,2
./mask\1191.jpg|156,218,201,264,2,846,200,906,262,2,498,235,561,286,2
./mask\1192.jpg|298,302,498,552,2,398,228,648,492,2
./mask\1193.jpg|100,58,222,225,1
./mask\1194.jpg|39,243,103,334,2,542,266,581,303,2,778,391,826,443,2,943,427,978,507,2
./mask\1195.jpg|812,268,936,436,2
./mask\1196.jpg|123,193,155,235,2,327,206,360,244,2,401,187,441,240,2,924,435,948,462,2,975,541,1006,595,2,1000,422,1024,461,2
./mask\1197.jpg|78,140,435,645,2,392,95,859,670,2
./mask\1198.jpg|314,88,419,212,2
./mask\1199.jpg|368,141,458,257,2,563,64,670,184,2
./mask\12.jpg|115,118,328,437,1
./mask\120.jpg|496,143,588,259,2,323,178,411,275,1,641,118,663,140,2
./mask\1200.jpg|18,219,104,334,2,303,104,389,245,2,408,86,507,222,2,705,295,791,384,2
./mask\1201.jpg|239,254,662,790,2
./mask\1202.jpg|372,89,538,312,1
./mask\1203.jpg|313,307,689,846,2
./mask\1204.jpg|408,96,654,412,2,630,224,842,486,2
./mask\1205.jpg|383,113,493,291,2,469,107,589,263,2
./mask\1206.jpg|49,1,131,110,1
./mask\1207.jpg|117,33,192,129,1
./mask\1208.jpg|304,182,462,346,2
./mask\1209.jpg|47,20,142,156,1
./mask\121.jpg|728,265,1322,1037,1
./mask\1210.jpg|117,236,782,1062,2
./mask\1211.jpg|390,306,636,718,1
./mask\1212.jpg|498,138,768,516,2
./mask\1213.jpg|180,160,252,264,2,424,44,502,152,2,750,272,816,366,2,872,200,978,334,2
./mask\1214.jpg|376,238,446,324,2,454,220,508,296,2
./mask\1215.jpg|29,8,83,75,2
./mask\1216.jpg|121,29,265,230,1
./mask\1217.jpg|120,39,282,286,1
./mask\1218.jpg|362,170,418,260,2,486,162,540,244,2,638,160,692,240,2
./mask\1219.jpg|125,32,171,96,1,191,22,231,89,1,21,76,29,89,1,82,74,93,92,1
./mask\122.jpg|231,86,471,395,1
./mask\1220.jpg|179,359,720,927,2
./mask\1221.jpg|153,29,274,197,1
./mask\1222.jpg|110,117,398,517,1
./mask\1223.jpg|230,135,490,468,2
./mask\1224.jpg|442,150,542,294,2
./mask\1225.jpg|167,46,426,368,1
./mask\1226.jpg|438,106,566,278,2,724,118,854,288,2,136,118,262,282,2
./mask\1227.jpg|373,147,633,503,1
./mask\1228.jpg|322,42,402,158,2
./mask\1229.jpg|234,98,354,232,2
./mask\123.jpg|141,170,298,408,1
./mask\1230.jpg|436,84,751,439,1,47,151,323,507,1
./mask\1231.jpg|120,36,446,426,2
./mask\1232.jpg|268,97,330,173,2,379,193,411,231,2,441,253,459,275,2,482,277,495,294,2,541,236,553,258,2,612,244,625,268,2,733,243,744,263,2,766,268,778,283,2,819,270,834,286,2,879,202,897,229,2
./mask\1233.jpg|119,99,278,301,1
./mask\1234.jpg|298,95,367,180,1
./mask\1235.jpg|207,38,268,106,2
./mask\1236.jpg|322,84,386,164,2
./mask\1237.jpg|202,66,378,298,2,416,334,572,542,2,700,88,874,366,2
./mask\1238.jpg|213,60,333,222,2,653,48,749,207,2
./mask\1239.jpg|187,178,457,543,1
./mask\124.jpg|404,106,476,236,2,736,300,820,416,2
./mask\1240.jpg|399,135,440,194,2,82,190,117,238,2,208,171,242,232,2,174,160,214,240,1,279,188,309,240,2
./mask\1241.jpg|316,162,349,208,2,223,148,259,187,2,141,135,179,181,2
./mask\1242.jpg|92,260,143,322,2,228,296,272,345,2,398,244,446,302,2,504,151,543,205,2,613,259,661,313,2,737,273,785,334,2,864,292,920,353,2
./mask\1243.jpg|706,272,796,412,2
./mask\1244.jpg|871,240,897,272,2,36,216,47,249,2,218,142,263,207,2,529,197,564,247,2,689,223,716,267,2
./mask\1245.jpg|63,118,914,1407,2
./mask\1246.jpg|448,283,576,447,1
./mask\1247.jpg|616,118,732,280,2
./mask\1248.jpg|524,68,602,172,2,426,142,512,232,2
./mask\1249.jpg|464,142,536,238,2
./mask\125.jpg|59,75,68,96,2,91,56,111,78,2,177,67,189,87,2,247,47,263,72,2,310,41,325,62,2,374,40,390,65,2,435,54,447,74,2,490,54,507,77,2,554,68,568,87,2,614,60,629,79,2,691,56,703,77,2,784,48,801,71,2,420,68,431,90,2,833,81,846,104,2
./mask\1250.jpg|447,580,618,775,2
./mask\1251.jpg|234,125,291,201,1
./mask\1252.jpg|406,74,590,308,2
./mask\1253.jpg|807,638,1290,1216,1
./mask\1254.jpg|368,307,491,451,2,601,187,724,337,2
./mask\1255.jpg|178,71,246,164,2,467,74,527,154,2
./mask\1256.jpg|316,248,478,414,2,382,144,558,284,2
./mask\1257.jpg|46,34,136,161,1
./mask\1258.jpg|210,184,508,555,1
./mask\1259.jpg|542,246,555,263,2,588,279,601,297,2,314,331,330,353,2,648,411,664,433,2,608,310,625,336,2,619,340,631,362,2,747,22,759,41,2,932,324,944,341,2,958,486,975,509,2,994,502,1014,528,2
./mask\126.jpg|193,121,236,179,2,313,104,344,150,2,328,89,360,138,2,590,82,641,154,2,812,101,842,149,2,731,75,757,126,2,123,120,154,170,2
./mask\1260.jpg|545,66,781,403,2
./mask\1261.jpg|476,78,586,244,2
./mask\1262.jpg|206,160,480,644,2,402,194,750,578,2
./mask\1263.jpg|218,124,403,383,1
./mask\1264.jpg|80,58,158,143,1
./mask\1265.jpg|189,55,242,140,2
./mask\1266.jpg|46,1,119,105,1
./mask\1267.jpg|300,378,329,414,2,406,346,443,401,2,519,329,564,374,2,628,337,679,400,2,932,303,987,381,2
./mask\1268.jpg|684,210,780,322,2
./mask\1269.jpg|614,65,720,216,2,136,149,242,286,2,438,181,539,315,2
./mask\127.jpg|86,134,151,225,1
./mask\1270.jpg|107,163,353,506,1
./mask\1271.jpg|440,141,633,399,2
./mask\1272.jpg|116,94,169,173,1
./mask\1273.jpg|882,247,898,270,2,882,234,894,245,2,961,245,971,260,2,949,243,959,256,2,681,22,699,70,2,317,26,349,80,2,576,3,604,40,2,836,35,843,49,2,939,52,948,66,2,969,56,977,71,2,860,39,866,50,2,719,212,754,252,2
./mask\1274.jpg|162,60,220,158,2,686,60,750,166,2,784,126,850,212,2
./mask\1275.jpg|193,62,295,215,1
./mask\1276.jpg|205,188,499,577,1
./mask\1277.jpg|261,163,451,457,2
./mask\1278.jpg|123,100,259,304,2
./mask\1279.jpg|643,347,727,486,2
./mask\128.jpg|108,43,199,167,1
./mask\1280.jpg|358,78,650,450,2
./mask\1281.jpg|72,47,128,128,2
./mask\1282.jpg|96,149,319,465,1
./mask\1283.jpg|418,147,506,257,1
./mask\1284.jpg|202,72,280,178,2,728,60,800,170,2
./mask\1285.jpg|292,235,614,561,1
./mask\1286.jpg|392,109,509,293,2
./mask\1287.jpg|76,127,274,361,2
./mask\1288.jpg|0,70,28,122,2,66,79,104,117,2,160,87,204,134,2,224,73,263,113,2,214,185,292,286,2,438,55,518,173,2,650,131,710,229,2,796,21,851,79,2,585,94,633,148,2,682,49,723,94,2,732,92,778,134,2,896,48,940,91,2,961,60,992,91,2,1007,21,1023,84,2,404,77,437,114,2
./mask\1289.jpg|278,130,410,310,1,401,246,532,409,1
./mask\129.jpg|360,14,654,428,2
./mask\1290.jpg|626,313,801,554,2,341,147,457,390,2
./mask\1291.jpg|344,64,412,150,1
./mask\1292.jpg|418,76,590,292,2
./mask\1293.jpg|428,160,620,378,2
./mask\1294.jpg|92,172,368,498,1
./mask\1295.jpg|154,167,208,248,1
./mask\1296.jpg|483,155,563,278,2
./mask\1297.jpg|256,78,311,147,1
./mask\1298.jpg|644,48,766,228,2,208,114,304,266,2
./mask\1299.jpg|256,160,398,369,1
./mask\13.jpg|43,40,169,206,1
./mask\130.jpg|211,36,838,996,2
./mask\1300.jpg|552,388,784,576,2
./mask\1301.jpg|199,52,261,123,1
./mask\1302.jpg|206,147,420,392,2
./mask\1303.jpg|41,30,141,160,1
./mask\1304.jpg|26,199,54,243,2,85,204,112,244,2,143,190,170,236,2,194,223,225,263,2,1010,196,1024,240,2
./mask\1305.jpg|128,86,255,253,1,283,34,475,266,2
./mask\1306.jpg|186,98,515,550,1
./mask\1307.jpg|426,96,648,390,2
./mask\1308.jpg|114,80,196,190,2,554,24,1020,650,2
./mask\1309.jpg|568,59,673,199,2,767,622,863,737,2
./mask\131.jpg|206,172,276,274,2,650,58,720,166,2
./mask\1310.jpg|226,359,269,413,2,270,392,310,435,2,769,216,801,275,2,798,211,830,270,2
./mask\1311.jpg|421,328,522,464,2
./mask\1312.jpg|326,100,456,244,2,656,108,774,246,2
./mask\1313.jpg|278,178,410,352,2,576,68,714,252,2
./mask\1314.jpg|253,221,280,262,2,20,128,49,163,2,71,210,89,246,2,164,258,183,291,2,387,84,405,123,2,283,60,310,98,2
./mask\1315.jpg|110,65,224,214,1
./mask\1316.jpg|323,234,546,567,1
./mask\1317.jpg|89,49,140,113,1,142,30,254,128,1
./mask\1318.jpg|97,244,180,359,1
./mask\1319.jpg|351,130,590,489,2
./mask\132.jpg|41,66,93,127,1
./mask\1320.jpg|267,333,883,1195,2
./mask\1321.jpg|596,134,674,240,2
./mask\1322.jpg|440,102,551,261,2
./mask\1323.jpg|268,385,684,889,2
./mask\1324.jpg|222,73,332,229,1,43,78,149,234,1,407,73,511,233,1
./mask\1325.jpg|195,60,423,381,1
./mask\1326.jpg|450,188,613,405,2
./mask\1327.jpg|93,21,150,90,1
./mask\1328.jpg|193,108,512,488,1,63,540,211,719,1,364,570,469,714,1
./mask\1329.jpg|164,113,290,290,1
./mask\133.jpg|260,150,383,314,2,359,74,390,113,2
./mask\1330.jpg|184,379,256,472,2,349,371,424,462,2,509,427,576,507,2,752,344,816,445,2,659,1048,734,1152,2
./mask\1331.jpg|361,34,421,106,1,194,73,260,143,1
./mask\1332.jpg|30,244,64,286,2,0,224,20,267,2,123,213,157,253,2,196,177,245,233,2,362,65,462,172,2,363,191,405,242,2,495,245,524,282,2,414,235,430,259,2,572,76,662,179,2
./mask\1333.jpg|163,89,324,275,1
./mask\1334.jpg|148,97,234,216,1
./mask\1335.jpg|452,223,756,577,1
./mask\1336.jpg|192,128,348,318,2,690,76,814,258,2
./mask\1337.jpg|446,64,586,298,2,556,138,706,316,2
./mask\1338.jpg|323,83,448,279,1
./mask\1339.jpg|93,82,200,219,1
./mask\134.jpg|131,53,166,94,1
./mask\1340.jpg|181,167,301,349,2
./mask\1341.jpg|101,21,158,98,2
./mask\1342.jpg|302,499,675,998,2
./mask\1343.jpg|60,44,172,187,1
./mask\1344.jpg|254,159,497,507,1
./mask\1345.jpg|278,231,402,402,1
./mask\1346.jpg|500,157,546,215,2,5,202,39,250,2,175,184,231,273,1
./mask\1347.jpg|253,0,717,539,1
./mask\1348.jpg|137,100,272,294,1
./mask\1349.jpg|384,139,505,300,2,648,678,683,722,2,585,650,627,713,2
./mask\135.jpg|428,30,500,130,2
./mask\1350.jpg|69,140,306,436,1
./mask\1351.jpg|31,1,275,316,1
./mask\1352.jpg|250,215,368,438,1
./mask\1353.jpg|121,27,172,92,2
./mask\1354.jpg|85,110,258,349,1
./mask\1355.jpg|517,130,922,721,2
./mask\1356.jpg|305,1,823,853,2
./mask\1357.jpg|92,71,169,185,1,253,58,352,201,1
./mask\1358.jpg|330,20,380,94,2,593,95,644,169,2,863,222,903,285,2,467,241,506,293,2,706,240,742,298,2,83,350,119,400,2,97,274,136,321,2,47,287,88,342,2,234,268,267,313,2
./mask\1359.jpg|580,54,694,210,2
./mask\136.jpg|280,109,521,414,1
./mask\1360.jpg|58,26,152,163,1
./mask\1361.jpg|394,190,552,460,2,568,110,754,378,2
./mask\1362.jpg|132,278,201,376,2,668,158,758,268,1,380,175,474,289,1
./mask\1363.jpg|584,146,746,340,2
./mask\1364.jpg|290,116,530,460,2
./mask\1365.jpg|196,206,444,561,1
./mask\1366.jpg|316,328,671,821,2
./mask\1367.jpg|54,308,106,372,1,56,46,140,164,1
./mask\1368.jpg|196,72,289,208,1,391,89,460,180,1
./mask\1369.jpg|202,27,273,123,1
./mask\137.jpg|192,103,217,134,2,610,148,648,202,2,864,204,895,253,2,829,19,844,40,2,100,143,132,193,2,891,172,922,225,2
./mask\1370.jpg|177,94,287,234,1,256,10,387,182,1,379,48,492,220,1
./mask\1371.jpg|61,80,217,292,1
./mask\1372.jpg|296,150,337,190,2,166,118,210,173,2,775,117,819,141,2,739,247,783,281,2,622,276,640,299,2,696,304,716,329,2,873,303,894,333,2,916,301,940,331,2,967,316,989,345,2,668,275,685,299,2,986,243,1003,266,2,1003,293,1020,316,2,900,267,919,290,2,904,197,919,217,2
./mask\1373.jpg|114,270,631,1066,2
./mask\1374.jpg|668,290,687,318,2,736,283,755,314,2
./mask\1375.jpg|93,169,313,425,2,79,30,220,180,2
./mask\1376.jpg|246,101,397,274,1
./mask\1377.jpg|18,4,398,433,1
./mask\1378.jpg|152,144,318,386,2
./mask\1379.jpg|287,77,356,163,1
./mask\138.jpg|143,90,309,315,2
./mask\1380.jpg|54,107,204,303,1
./mask\1381.jpg|322,178,804,907,2
./mask\1382.jpg|10,269,264,589,1
./mask\1383.jpg|592,250,646,314,2
